Test,Max RSS,Algo time,Result
1,-1,-1,UNKNOWN
2,-1,-1,UNKNOWN
3,-1,-1,UNKNOWN
4,-1,-1,UNKNOWN
5,-1,-1,UNKNOWN
6,-1,-1,UNKNOWN
7,-1,-1,UNKNOWN
8,-1,-1,UNKNOWN
9,-1,-1,UNKNOWN
10,-1,-1,UNKNOWN
11,-1,-1,UNKNOWN
12,-1,-1,UNKNOWN
13,-1,-1,UNKNOWN
14,-1,-1,UNKNOWN
15,-1,-1,UNKNOWN
16,-1,-1,UNKNOWN
17,-1,-1,UNKNOWN
19,-1,-1,UNKNOWN
20,-1,-1,UNKNOWN
23,-1,-1,UNKNOWN
25,-1,-1,UNKNOWN
26,-1,-1,UNKNOWN
18,-1,-1,UNKNOWN
21,-1,-1,UNKNOWN
22,-1,-1,UNKNOWN
24,-1,-1,UNKNOWN
27,-1,-1,UNKNOWN
28,-1,-1,UNKNOWN
29,-1,-1,UNKNOWN
30,-1,-1,UNKNOWN
32,-1,-1,UNKNOWN
33,-1,-1,UNKNOWN
34,-1,-1,UNKNOWN
31,-1,-1,UNKNOWN
36,-1,-1,UNKNOWN
37,-1,-1,UNKNOWN
38,-1,-1,UNKNOWN
35,-1,-1,UNKNOWN
39,-1,-1,UNKNOWN
40,-1,-1,UNKNOWN
41,-1,-1,UNKNOWN
42,-1,-1,UNKNOWN
43,-1,-1,UNKNOWN
44,-1,-1,UNKNOWN
45,-1,-1,UNKNOWN
46,-1,-1,UNKNOWN
47,-1,-1,UNKNOWN
48,-1,-1,UNKNOWN
52,-1,-1,UNKNOWN
50,-1,-1,UNKNOWN
51,-1,-1,UNKNOWN
49,-1,-1,UNKNOWN
53,-1,-1,UNKNOWN
54,-1,-1,UNKNOWN
55,-1,-1,UNKNOWN
56,-1,-1,UNKNOWN
57,-1,-1,UNKNOWN
58,-1,-1,UNKNOWN
61,-1,-1,UNKNOWN
60,-1,-1,UNKNOWN
59,-1,-1,UNKNOWN
62,-1,-1,UNKNOWN
64,-1,-1,UNKNOWN
63,-1,-1,UNKNOWN
66,-1,-1,UNKNOWN
65,-1,-1,UNKNOWN
67,-1,-1,UNKNOWN
68,-1,-1,UNKNOWN
69,-1,-1,UNKNOWN
70,-1,-1,UNKNOWN
71,-1,-1,UNKNOWN
72,-1,-1,UNKNOWN
74,-1,-1,UNKNOWN
73,-1,-1,UNKNOWN
75,-1,-1,UNKNOWN
77,-1,-1,UNKNOWN
78,-1,-1,UNKNOWN
76,-1,-1,UNKNOWN
79,-1,-1,UNKNOWN
80,-1,-1,UNKNOWN
81,-1,-1,UNKNOWN
82,-1,-1,UNKNOWN
84,-1,-1,UNKNOWN
83,-1,-1,UNKNOWN
85,-1,-1,UNKNOWN
86,-1,-1,UNKNOWN
87,-1,-1,UNKNOWN
88,-1,-1,UNKNOWN
89,-1,-1,UNKNOWN
90,-1,-1,UNKNOWN
91,-1,-1,UNKNOWN
92,-1,-1,UNKNOWN
93,-1,-1,UNKNOWN
94,-1,-1,UNKNOWN
95,-1,-1,UNKNOWN
97,-1,-1,UNKNOWN
96,-1,-1,UNKNOWN
98,-1,-1,UNKNOWN
99,-1,-1,UNKNOWN
100,-1,-1,UNKNOWN
