Test,Max RSS,Algo time,Result
12,18224,21493,UNSAT
10,18224,14035,UNSAT
20,18224,14538,UNSAT
21,18224,23590,UNSAT
14,18224,22414,UNSAT
4,18224,13771,UNSAT
39,18224,23102,UNSAT
37,18224,14332,UNSAT
8,18224,13865,UNSAT
18,18224,13793,UNSAT
15,18224,14131,UNSAT
9,18224,13606,UNSAT
19,18224,15077,UNSAT
1,18224,13424,UNSAT
5,18224,13768,UNSAT
13,18224,33976,UNSAT
35,18224,22554,UNSAT
7,18224,13790,UNSAT
3,18224,13553,UNSAT
42,18224,14382,UNSAT
23,18224,24285,UNSAT
2,18224,13745,UNSAT
50,18224,13717,UNSAT
36,18224,14488,UNSAT
6,18224,20777,UNSAT
16,18224,14526,UNSAT
22,18224,13312,UNSAT
66,18224,13350,UNSAT
32,18224,14341,UNSAT
33,18224,15208,UNSAT
17,18224,32458,UNSAT
26,18224,14064,UNSAT
28,18224,14115,UNSAT
31,18224,14216,UNSAT
24,18224,15094,UNSAT
45,18224,14148,UNSAT
30,18224,23377,UNSAT
11,18224,14254,UNSAT
44,18224,15651,UNSAT
27,18224,24548,UNSAT
38,18224,24647,UNSAT
41,18224,14053,UNSAT
29,18224,23036,UNSAT
25,18224,13720,UNSAT
55,18224,24563,UNSAT
34,18224,13674,UNSAT
52,18224,14561,UNSAT
43,18224,13722,UNSAT
58,18224,13990,UNSAT
46,18224,49416,UNSAT
40,18224,21996,UNSAT
54,18224,13609,UNSAT
62,18224,14445,UNSAT
47,18224,14017,UNSAT
53,18224,22776,UNSAT
91,18224,13271,UNSAT
60,18224,13053,UNSAT
61,18224,13863,UNSAT
73,18224,13612,UNSAT
57,18224,13776,UNSAT
92,18224,13853,UNSAT
48,18224,14570,UNSAT
56,18224,14667,UNSAT
51,18224,30328,UNSAT
49,18224,13970,UNSAT
78,18224,13838,UNSAT
59,18224,13477,UNSAT
63,18224,20235,UNSAT
72,18224,14582,UNSAT
74,18224,14268,UNSAT
64,18224,8329,UNSAT
90,18224,13964,UNSAT
68,18224,14336,UNSAT
95,18224,14312,UNSAT
89,18224,40698,UNSAT
93,18224,13491,UNSAT
97,18224,13774,UNSAT
65,18224,13687,UNSAT
81,18224,13872,UNSAT
98,18224,24737,UNSAT
71,18224,14429,UNSAT
69,18224,14305,UNSAT
67,18224,13600,UNSAT
70,18224,23302,UNSAT
100,18224,23927,UNSAT
99,18224,22238,UNSAT
94,18224,21617,UNSAT
84,18224,14237,UNSAT
76,18224,13831,UNSAT
85,18224,13775,UNSAT
82,18224,13797,UNSAT
75,18224,23957,UNSAT
96,18224,8434,UNSAT
83,18224,13870,UNSAT
80,18224,21989,UNSAT
77,18224,22388,UNSAT
87,18224,15138,UNSAT
88,18224,27088,UNSAT
79,18224,14423,UNSAT
86,18224,13895,UNSAT
110,18224,24800,UNSAT
107,18224,13886,UNSAT
101,18224,22995,UNSAT
108,18224,14007,UNSAT
111,18224,21803,UNSAT
135,18224,23461,UNSAT
109,18224,14007,UNSAT
115,18224,8350,UNSAT
141,18224,14009,UNSAT
105,18224,13852,UNSAT
151,18224,15461,UNSAT
106,18224,25093,UNSAT
122,18224,18014,UNSAT
138,18224,14175,UNSAT
120,18224,24888,UNSAT
156,18224,14198,UNSAT
140,18224,35756,UNSAT
118,18224,23501,UNSAT
116,18224,13680,UNSAT
134,18224,13875,UNSAT
123,18224,14364,UNSAT
113,18224,14698,UNSAT
104,18224,14938,UNSAT
148,18224,13731,UNSAT
112,18224,15016,UNSAT
117,18224,14639,UNSAT
181,18224,13895,UNSAT
102,18224,29722,UNSAT
131,18224,48176,UNSAT
149,18224,15241,UNSAT
191,18224,14210,UNSAT
158,18224,15112,UNSAT
114,18224,13382,UNSAT
152,18224,25447,UNSAT
159,18224,13988,UNSAT
124,18224,14442,UNSAT
127,18224,13705,UNSAT
175,18224,13849,UNSAT
130,18224,13924,UNSAT
182,18224,23033,UNSAT
192,18224,8471,UNSAT
129,18224,13972,UNSAT
187,18224,36373,UNSAT
139,18224,13913,UNSAT
143,18224,14219,UNSAT
132,18224,25589,UNSAT
103,18224,13575,UNSAT
180,18224,14675,UNSAT
194,18224,13609,UNSAT
126,18224,22936,UNSAT
137,18224,14037,UNSAT
193,18224,14742,UNSAT
171,18224,29066,UNSAT
190,18224,30947,UNSAT
164,18224,13581,UNSAT
161,18224,13472,UNSAT
125,18224,14093,UNSAT
199,18224,29611,UNSAT
168,18224,14660,UNSAT
119,18224,14083,UNSAT
160,18224,33022,UNSAT
146,18224,42548,UNSAT
167,18224,23325,UNSAT
150,18224,35509,UNSAT
154,18224,14125,UNSAT
142,18224,14016,UNSAT
128,18224,14196,UNSAT
155,18224,23015,UNSAT
189,18224,14261,UNSAT
153,18224,14203,UNSAT
200,18224,21922,UNSAT
133,18224,14344,UNSAT
183,18224,14216,UNSAT
169,18224,13955,UNSAT
163,18224,15118,UNSAT
144,18224,20433,UNSAT
170,18224,13787,UNSAT
136,18224,14355,UNSAT
166,18224,14823,UNSAT
145,18224,13558,UNSAT
162,18224,13534,UNSAT
195,18224,22478,UNSAT
121,18224,50692,UNSAT
198,18224,14155,UNSAT
178,18224,24518,UNSAT
157,18224,14094,UNSAT
147,18224,29858,UNSAT
173,18224,14070,UNSAT
184,18224,14805,UNSAT
197,18224,13244,UNSAT
165,18224,14246,UNSAT
188,18224,14025,UNSAT
185,18224,13852,UNSAT
196,18224,29779,UNSAT
186,18224,14117,UNSAT
179,18224,14454,UNSAT
172,18224,13495,UNSAT
177,18224,14745,UNSAT
174,18224,13817,UNSAT
176,18224,14222,UNSAT
202,18224,23331,UNSAT
210,18224,13988,UNSAT
220,18224,13897,UNSAT
212,18224,13637,UNSAT
204,18224,23137,UNSAT
214,18224,14506,UNSAT
205,18224,14025,UNSAT
209,18224,13733,UNSAT
211,18224,13663,UNSAT
215,18224,13867,UNSAT
227,18224,13579,UNSAT
223,18224,8034,UNSAT
208,18224,8018,UNSAT
225,18224,23239,UNSAT
201,18224,13384,UNSAT
233,18224,32804,UNSAT
221,18224,29160,UNSAT
213,18224,23910,UNSAT
236,18224,13895,UNSAT
239,18224,14717,UNSAT
242,18224,13944,UNSAT
230,18224,23092,UNSAT
224,18224,12571,UNSAT
216,18224,14561,UNSAT
254,18224,14513,UNSAT
226,18224,13666,UNSAT
217,18224,14048,UNSAT
249,18224,22465,UNSAT
206,18224,13847,UNSAT
203,18224,13667,UNSAT
260,18224,13619,UNSAT
251,18224,14120,UNSAT
244,18224,24071,UNSAT
264,18224,23882,UNSAT
278,18224,13689,UNSAT
275,18224,23341,UNSAT
229,18224,22490,UNSAT
245,18224,14000,UNSAT
222,18224,13899,UNSAT
250,18224,22238,UNSAT
207,18224,8263,UNSAT
291,18224,14497,UNSAT
269,18224,15845,UNSAT
261,18224,13865,UNSAT
234,18224,14818,UNSAT
281,18224,14321,UNSAT
274,18224,13666,UNSAT
256,18224,8038,UNSAT
289,18224,14753,UNSAT
265,18224,28744,UNSAT
237,18224,21732,UNSAT
293,18224,10942,UNSAT
287,18224,17536,UNSAT
219,18224,14021,UNSAT
273,18224,13713,UNSAT
259,18224,30327,UNSAT
300,18224,13536,UNSAT
299,18224,26185,UNSAT
280,18224,14265,UNSAT
238,18224,13898,UNSAT
253,18224,13943,UNSAT
218,18224,22274,UNSAT
246,18224,13812,UNSAT
276,18224,14497,UNSAT
240,18224,8214,UNSAT
252,18224,30764,UNSAT
296,18224,21121,UNSAT
231,18224,13623,UNSAT
297,18224,15494,UNSAT
266,18224,36785,UNSAT
262,18224,13618,UNSAT
232,18224,19546,UNSAT
270,18224,14049,UNSAT
294,18224,24761,UNSAT
228,18224,22599,UNSAT
298,18224,14308,UNSAT
295,18224,26692,UNSAT
277,18224,23812,UNSAT
241,18224,13973,UNSAT
267,18224,21360,UNSAT
243,18224,22202,UNSAT
292,18224,14339,UNSAT
272,18224,8282,UNSAT
247,18224,14840,UNSAT
271,18224,14244,UNSAT
258,18224,13588,UNSAT
288,18224,14250,UNSAT
282,18224,23465,UNSAT
248,18224,14812,UNSAT
284,18224,23812,UNSAT
255,18224,15905,UNSAT
290,18224,15810,UNSAT
235,18224,14067,UNSAT
283,18224,15615,UNSAT
285,18224,13927,UNSAT
286,18224,14370,UNSAT
263,18224,13895,UNSAT
257,18224,14686,UNSAT
268,18224,13954,UNSAT
279,18224,14325,UNSAT
311,18224,29067,UNSAT
305,18224,14095,UNSAT
314,18224,13893,UNSAT
304,18224,10245,UNSAT
307,18224,44208,UNSAT
313,18224,14826,UNSAT
312,18224,26155,UNSAT
329,18224,14139,UNSAT
302,18224,33081,UNSAT
327,18224,13867,UNSAT
310,18224,18913,UNSAT
323,18224,35039,UNSAT
326,18224,14181,UNSAT
328,18224,16527,UNSAT
318,18224,14291,UNSAT
301,18224,31078,UNSAT
315,18224,14947,UNSAT
306,18224,15148,UNSAT
332,18224,23770,UNSAT
309,18224,14832,UNSAT
336,18224,9116,UNSAT
345,18224,19904,UNSAT
343,18224,14989,UNSAT
316,18224,18197,UNSAT
338,18224,23013,UNSAT
319,18224,22597,UNSAT
344,18224,11510,UNSAT
308,18224,15997,UNSAT
346,18224,14302,UNSAT
322,18224,34544,UNSAT
357,18224,13978,UNSAT
341,18224,15055,UNSAT
321,18224,13826,UNSAT
348,18224,14711,UNSAT
361,18224,14194,UNSAT
324,18224,23609,UNSAT
366,18224,13998,UNSAT
353,18224,13772,UNSAT
364,18224,29703,UNSAT
334,18224,12629,UNSAT
388,18224,8286,UNSAT
375,18224,14069,UNSAT
351,18224,15180,UNSAT
350,18224,14387,UNSAT
363,18224,35134,UNSAT
360,18224,14956,UNSAT
337,18224,13545,UNSAT
370,18224,23258,UNSAT
335,18224,25366,UNSAT
367,18224,14742,UNSAT
303,18224,15339,UNSAT
381,18224,29829,UNSAT
384,18224,8035,UNSAT
325,18224,16205,UNSAT
376,18224,14861,UNSAT
371,18224,14417,UNSAT
369,18224,13698,UNSAT
317,18224,20864,UNSAT
356,18224,14349,UNSAT
368,18224,13840,UNSAT
374,18224,23250,UNSAT
342,18224,13942,UNSAT
347,18224,14545,UNSAT
362,18224,14318,UNSAT
349,18224,10536,UNSAT
372,18224,14074,UNSAT
397,18224,14107,UNSAT
390,18224,24448,UNSAT
373,18224,23660,UNSAT
354,18224,14012,UNSAT
330,18224,25450,UNSAT
365,18224,14236,UNSAT
352,18224,14024,UNSAT
389,18224,14385,UNSAT
387,18224,36290,UNSAT
394,18224,24726,UNSAT
378,18224,11196,UNSAT
333,18224,13818,UNSAT
320,18224,8211,UNSAT
391,18224,14237,UNSAT
392,18224,24377,UNSAT
400,18224,14210,UNSAT
355,18224,14066,UNSAT
339,18224,23191,UNSAT
331,18224,33230,UNSAT
398,18224,13916,UNSAT
395,18224,14767,UNSAT
359,18224,14152,UNSAT
383,18224,21991,UNSAT
340,18224,23624,UNSAT
382,18224,14054,UNSAT
358,18224,30009,UNSAT
385,18224,13866,UNSAT
396,18224,14532,UNSAT
380,18224,14152,UNSAT
386,18224,23644,UNSAT
393,18224,22950,UNSAT
377,18224,14120,UNSAT
379,18224,13891,UNSAT
399,18224,17134,UNSAT
402,18224,13776,UNSAT
410,18224,14119,UNSAT
420,18224,14235,UNSAT
409,18224,31551,UNSAT
418,18224,14095,UNSAT
401,18224,22722,UNSAT
447,18224,8530,UNSAT
413,18224,14257,UNSAT
406,18224,14273,UNSAT
412,18224,15428,UNSAT
411,18224,15409,UNSAT
404,18224,14485,UNSAT
419,18224,9217,UNSAT
457,18224,24978,UNSAT
417,18224,13716,UNSAT
461,18224,14158,UNSAT
403,18224,13798,UNSAT
407,18224,14347,UNSAT
415,18224,9589,UNSAT
414,18224,16096,UNSAT
443,18224,13954,UNSAT
405,18224,14226,UNSAT
485,18352,14730,UNSAT
424,18224,25203,UNSAT
452,18224,14654,UNSAT
416,18224,17338,UNSAT
455,18224,14858,UNSAT
456,18224,23702,UNSAT
453,18224,25262,UNSAT
435,18224,15315,UNSAT
490,18352,14955,UNSAT
442,18224,12341,UNSAT
445,18224,14158,UNSAT
464,18224,9299,UNSAT
488,18352,25232,UNSAT
454,18224,14258,UNSAT
430,18224,13977,UNSAT
428,18224,39868,UNSAT
448,18224,8460,UNSAT
489,18352,15276,UNSAT
483,18352,25443,UNSAT
463,18224,13409,UNSAT
486,18352,14017,UNSAT
439,18224,14991,UNSAT
425,18224,25099,UNSAT
484,18352,14598,UNSAT
408,18224,14083,UNSAT
487,18352,13942,UNSAT
434,18224,13642,UNSAT
423,18224,14117,UNSAT
422,18224,13798,UNSAT
450,18224,14250,UNSAT
500,18352,13968,UNSAT
433,18224,14116,UNSAT
444,18224,21651,UNSAT
432,18224,8744,UNSAT
470,18352,9720,UNSAT
471,18352,25569,UNSAT
431,18224,24092,UNSAT
449,18224,35987,UNSAT
421,18224,13931,UNSAT
475,18352,14692,UNSAT
497,18352,8965,UNSAT
426,18224,15261,UNSAT
469,18352,13953,UNSAT
436,18224,14113,UNSAT
468,18352,27218,UNSAT
437,18224,13571,UNSAT
459,18224,23649,UNSAT
